MsgID.GLOBAL_POSITION,1525324169.8034854,-122.3974501,37.7924792,-0.0540000
MsgID.LOCAL_VELOCITY,1525324169.8034854,0.0200000,-0.0500000,0.0300000
MsgID.LOCAL_POSITION,1525324169.8036351,-0.1284676,0.2763105,0.0545486
MsgID.LOCAL_VELOCITY,1525324169.8036351,0.0280253,-0.0537242,0.0304326
MsgID.GLOBAL_POSITION,1525324169.8038774,-122.3974505,37.7924801,-0.0380000
MsgID.LOCAL_VELOCITY,1525324169.8038774,0.0300000,-0.0500000,-0.0200000
MsgID.LOCAL_POSITION,1525324169.8041279,-0.0312967,0.2486813,0.0387411
MsgID.LOCAL_VELOCITY,1525324169.8041279,0.0300220,-0.0554470,-0.0260216
MsgID.GLOBAL_POSITION,1525324169.8043861,-122.3974518,37.7924810,-0.0260000
MsgID.LOCAL_VELOCITY,1525324169.8043861,0.0100000,-0.0400000,0.0800000
MsgID.LOCAL_POSITION,1525324169.8046381,0.0697605,0.1283129,0.0268933
MsgID.LOCAL_VELOCITY,1525324169.8046381,0.0153910,-0.0482811,0.0888919
MsgID.GLOBAL_HOME,1525324169.8049138,-122.3974533,37.7924804,0.0000000
MsgID.STATE,1525324169.8050961,True,True
MsgID.GLOBAL_POSITION,1525324169.8052342,-122.3974511,37.7924798,-0.0320000
MsgID.LOCAL_VELOCITY,1525324169.8052342,0.0000000,-0.0300000,0.0700000
MsgID.LOCAL_POSITION,1525324169.8053732,-0.0732931,0.1884305,0.0320956
MsgID.LOCAL_VELOCITY,1525324169.8053732,0.0007241,-0.0382597,0.0759295
MsgID.GLOBAL_POSITION,1525324169.8055217,-122.3974504,37.7924788,-0.0390000
MsgID.LOCAL_VELOCITY,1525324169.8055217,0.0000000,-0.0300000,0.0400000
MsgID.LOCAL_POSITION,1525324169.8056567,-0.1765018,0.2568419,0.0394966
MsgID.LOCAL_VELOCITY,1525324169.8056567,0.0076965,-0.0359598,0.0469794
MsgID.GLOBAL_POSITION,1525324169.8057983,-122.3974508,37.7924800,-0.0400000
MsgID.LOCAL_VELOCITY,1525324169.8057983,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1525324169.8059285,-0.0520034,0.2218613,0.0407822
MsgID.LOCAL_VELOCITY,1525324169.8059285,-0.0000273,0.0000279,-0.0000051
MsgID.GLOBAL_POSITION,1525324169.8060696,-122.3974508,37.7924801,-0.0390000
MsgID.LOCAL_VELOCITY,1525324169.8060696,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,1525324169.8062131,-0.0304913,0.2191782,0.0394732
MsgID.LOCAL_VELOCITY,1525324169.8062131,0.0002326,-0.0038848,-0.0193837
MsgID.GLOBAL_HOME,1525324169.8323731,-122.3974533,37.7924804,0.0000000
MsgID.STATE,1525324169.8367422,True,True
MsgID.GLOBAL_POSITION,1525324169.8388867,-122.3974512,37.7924801,-0.0440000
MsgID.LOCAL_VELOCITY,1525324169.8388867,0.0000000,-0.0100000,-0.0100000
MsgID.LOCAL_POSITION,1525324169.8805850,-0.0304032,0.1826359,0.0448882
MsgID.LOCAL_VELOCITY,1525324169.8805850,0.0002384,-0.0153844,-0.0137273
MsgID.GLOBAL_POSITION,1525324170.0894887,-122.3974496,37.7924802,0.2790000
MsgID.LOCAL_VELOCITY,1525324170.0894887,0.0000000,-0.0100000,-2.4500000
MsgID.LOCAL_POSITION,1525324170.0936775,-0.0295862,0.3267249,-0.2824039
MsgID.LOCAL_VELOCITY,1525324170.0936775,0.0070997,-0.0141722,-2.4606376
MsgID.GLOBAL_POSITION,1525324170.3391600,-122.3974491,37.7924802,1.0530000
MsgID.LOCAL_VELOCITY,1525324170.3391600,0.0000000,-0.0200000,-3.9100000
MsgID.LOCAL_POSITION,1525324170.3433936,-0.0268351,0.3723553,-1.0539740
MsgID.LOCAL_VELOCITY,1525324170.3433936,0.0068501,-0.0271496,-3.9175456
MsgID.GLOBAL_POSITION,1525324170.5895143,-122.3974513,37.7924799,2.1810000
MsgID.LOCAL_VELOCITY,1525324170.5895143,0.0000000,-0.0300000,-4.4000000
MsgID.LOCAL_POSITION,1525324170.5936518,-0.0553002,0.1691656,-2.1908102
MsgID.LOCAL_VELOCITY,1525324170.5936518,0.0015659,-0.0307559,-4.4105201
MsgID.GLOBAL_HOME,1525324170.8334899,-122.3974533,37.7924804,0.0000000
MsgID.STATE,1525324170.8357453,True,True
MsgID.GLOBAL_POSITION,1525324170.8401053,-122.3974517,37.7924798,3.2540000
MsgID.LOCAL_VELOCITY,1525324170.8401053,0.0000000,-0.0100000,-4.5300000
MsgID.LOCAL_POSITION,1525324170.8805282,-0.0711344,0.1377420,-3.2547348
MsgID.LOCAL_VELOCITY,1525324170.8805282,0.0058461,-0.0146873,-4.5382218
MsgID.GLOBAL_POSITION,1525324171.0912571,-122.3974502,37.7924805,4.4890000
MsgID.LOCAL_VELOCITY,1525324171.0912571,0.0100000,0.0000000,-4.5500000
MsgID.LOCAL_POSITION,1525324171.0955217,0.0130074,0.2722467,-4.5034490
MsgID.LOCAL_VELOCITY,1525324171.0955217,0.0128541,-0.0049988,-4.5584087
MsgID.GLOBAL_POSITION,1525324171.3396239,-122.3974493,37.7924796,5.4030000
MsgID.LOCAL_VELOCITY,1525324171.3396239,0.0100000,0.0000000,-2.5000000
MsgID.LOCAL_POSITION,1525324171.3438833,-0.0943342,0.3532830,-5.4031239
MsgID.LOCAL_VELOCITY,1525324171.3438833,0.0124910,-0.0044661,-2.5011537
MsgID.GLOBAL_POSITION,1525324171.5898294,-122.3974496,37.7924788,5.7560000
MsgID.LOCAL_VELOCITY,1525324171.5898294,0.0100000,0.0000000,0.1900000
MsgID.LOCAL_POSITION,1525324171.6325753,-0.1791331,0.3263663,-5.7569628
MsgID.LOCAL_VELOCITY,1525324171.6325753,0.0116844,-0.0041777,0.1939483
MsgID.GLOBAL_HOME,1525324171.8331583,-122.3974533,37.7924804,0.0000000
MsgID.STATE,1525324171.8766878,True,True
MsgID.GLOBAL_POSITION,1525324171.8769479,-122.3974519,37.7924790,5.5430000
MsgID.LOCAL_VELOCITY,1525324171.8769479,0.0900000,-0.1300000,1.6900000
MsgID.LOCAL_POSITION,1525324171.8771517,-0.1547939,0.1245760,-5.5432768
MsgID.LOCAL_VELOCITY,1525324171.8771517,0.0985502,-0.1313049,1.6919832
MsgID.GLOBAL_POSITION,1525324172.0912695,-122.3974540,37.7924819,5.0650000
MsgID.LOCAL_VELOCITY,1525324172.0912695,0.9300000,-0.9400000,1.9700000
MsgID.LOCAL_POSITION,1525324172.1325572,0.1621271,-0.0622409,-5.0643673
MsgID.LOCAL_VELOCITY,1525324172.1325572,0.9371939,-0.9432903,1.9694331
MsgID.GLOBAL_POSITION,1525324172.3402328,-122.3974567,37.7924855,4.8120000
MsgID.LOCAL_VELOCITY,1525324172.3402328,2.3000000,-2.3500000,0.3700000
MsgID.LOCAL_POSITION,1525324172.3445513,0.5682911,-0.3052154,-4.8120756
MsgID.LOCAL_VELOCITY,1525324172.3445513,2.3062887,-2.3568633,0.3784833
MsgID.GLOBAL_POSITION,1525324172.5919268,-122.3974642,37.7924903,4.9170000
MsgID.LOCAL_VELOCITY,1525324172.5919268,3.4400000,-3.6000000,-0.7500000
MsgID.LOCAL_POSITION,1525324172.5961633,1.1309220,-1.0037762,-4.9244218
MsgID.LOCAL_VELOCITY,1525324172.5961633,3.4658780,-3.6312869,-0.7421930
MsgID.GLOBAL_HOME,1525324172.8327696,-122.3974533,37.7924804,0.0000000
MsgID.STATE,1525324172.8371010,True,True
MsgID.GLOBAL_POSITION,1525324172.8413713,-122.3974765,37.7924993,5.0160000
MsgID.LOCAL_VELOCITY,1525324172.8413713,3.8600000,-4.0400000,-0.0600000
MsgID.LOCAL_POSITION,1525324172.8845346,2.1027923,-2.0697765,-5.0166078
MsgID.LOCAL_VELOCITY,1525324172.8845346,3.8665133,-4.0425553,-0.0665187
MsgID.GLOBAL_POSITION,1525324173.0916386,-122.3974902,37.7925093,4.9670000
MsgID.LOCAL_VELOCITY,1525324173.0916386,4.5200000,-4.6900000,0.0800000
MsgID.LOCAL_POSITION,1525324173.0960724,3.2142599,-3.2921841,-4.9669595
MsgID.LOCAL_VELOCITY,1525324173.0960724,4.5279298,-4.6971922,0.0809287
MsgID.GLOBAL_POSITION,1525324173.3410969,-122.3975028,37.7925194,4.9420000
MsgID.LOCAL_VELOCITY,1525324173.3410969,5.2200000,-5.3600000,-0.1600000
MsgID.LOCAL_POSITION,1525324173.3454528,4.3327141,-4.4074326,-4.9425106
MsgID.LOCAL_VELOCITY,1525324173.3454528,5.2206769,-5.3655329,-0.1602716
MsgID.GLOBAL_POSITION,1525324173.5918589,-122.3975178,37.7925335,4.9580000
MsgID.LOCAL_VELOCITY,1525324173.5918589,5.8300000,-5.9200000,-0.2000000
MsgID.LOCAL_POSITION,1525324173.5960300,5.8961258,-5.7417502,-4.9589047
MsgID.LOCAL_VELOCITY,1525324173.5960300,5.8377562,-5.9291348,-0.2051267
MsgID.GLOBAL_HOME,1525324173.8323481,-122.3974533,37.7924804,0.0000000
MsgID.STATE,1525324173.8367279,True,True
MsgID.GLOBAL_POSITION,1525324173.8409209,-122.3975337,37.7925449,4.9680000
MsgID.LOCAL_VELOCITY,1525324173.8409209,6.0500000,-6.1300000,-0.1100000
MsgID.LOCAL_POSITION,1525324173.8845217,7.1615095,-7.1482382,-4.9687619
MsgID.LOCAL_VELOCITY,1525324173.8845217,6.0594049,-6.1378665,-0.1163396
MsgID.GLOBAL_POSITION,1525324174.0909340,-122.3975538,37.7925590,4.9760000
MsgID.LOCAL_VELOCITY,1525324174.0909340,6.1500000,-6.2100000,-0.0100000
MsgID.LOCAL_POSITION,1525324174.0951457,8.7316113,-8.9328079,-4.9762025
MsgID.LOCAL_VELOCITY,1525324174.0951457,6.1506166,-6.2115870,-0.0154900
MsgID.GLOBAL_POSITION,1525324174.3416247,-122.3975720,37.7925723,4.9840000
MsgID.LOCAL_VELOCITY,1525324174.3416247,6.2300000,-6.2200000,0.0000000
MsgID.LOCAL_POSITION,1525324174.3458855,10.2061501,-10.5548544,-4.9848080
MsgID.LOCAL_VELOCITY,1525324174.3458855,6.2392826,-6.2238650,-0.0012788
MsgID.GLOBAL_POSITION,1525324174.5913210,-122.3975908,37.7925893,4.9980000
MsgID.LOCAL_VELOCITY,1525324174.5913210,6.2900000,-6.1800000,0.1300000
MsgID.LOCAL_POSITION,1525324174.5952041,12.0964270,-12.2234964,-4.9981365
MsgID.LOCAL_VELOCITY,1525324174.5952041,6.2982430,-6.1875348,0.1362444
MsgID.GLOBAL_HOME,1525324174.8331521,-122.3974533,37.7924804,0.0000000
MsgID.STATE,1525324174.8375719,True,True
MsgID.GLOBAL_POSITION,1525324174.8417881,-122.3976058,37.7926032,4.9920000
MsgID.LOCAL_VELOCITY,1525324174.8417881,6.3000000,-6.2000000,0.1900000
MsgID.LOCAL_POSITION,1525324174.8845644,13.6431293,-13.5600958,-4.9928045
MsgID.LOCAL_VELOCITY,1525324174.8845644,6.3059630,-6.2010436,0.1947295
MsgID.GLOBAL_POSITION,1525324175.0924993,-122.3976233,37.7926182,4.9880000
MsgID.LOCAL_VELOCITY,1525324175.0924993,6.2700000,-6.2800000,0.1100000
MsgID.LOCAL_POSITION,1525324175.0967546,15.3058653,-15.1115303,-4.9888692
MsgID.LOCAL_VELOCITY,1525324175.0967546,6.2735767,-6.2815313,0.1179025
MsgID.GLOBAL_POSITION,1525324175.3428762,-122.3976403,37.7926302,4.9830000
MsgID.LOCAL_VELOCITY,1525324175.3428762,6.2200000,-6.3300000,0.0900000
MsgID.LOCAL_POSITION,1525324175.3481462,16.6403770,-16.6251450,-4.9836254
MsgID.LOCAL_VELOCITY,1525324175.3481462,6.2215233,-6.3360553,0.0923600
MsgID.GLOBAL_POSITION,1525324175.5914838,-122.3976596,37.7926452,4.9920000
MsgID.LOCAL_VELOCITY,1525324175.5914838,6.2200000,-6.2900000,0.0200000
MsgID.LOCAL_POSITION,1525324175.5958211,18.3066559,-18.3424091,-4.9924331
MsgID.LOCAL_VELOCITY,1525324175.5958211,6.2281799,-6.2991571,0.0277633
MsgID.GLOBAL_HOME,1525324175.8336837,-122.3974533,37.7924804,0.0000000
MsgID.STATE,1525324175.8359535,True,True
MsgID.GLOBAL_POSITION,1525324175.8423002,-122.3976765,37.7926578,4.9760000
MsgID.LOCAL_VELOCITY,1525324175.8423002,5.6900000,-5.5800000,0.0900000
MsgID.LOCAL_POSITION,1525324175.8846326,19.7090054,-19.8454399,-4.9769068
MsgID.LOCAL_VELOCITY,1525324175.8846326,5.6935396,-5.5835829,0.0990314
MsgID.GLOBAL_POSITION,1525324176.0927658,-122.3976917,37.7926709,4.9660000
MsgID.LOCAL_VELOCITY,1525324176.0927658,4.2100000,-4.1400000,-0.0800000
MsgID.LOCAL_POSITION,1525324176.0970795,21.1591263,-21.1959267,-4.9662781
MsgID.LOCAL_VELOCITY,1525324176.0970795,4.2133660,-4.1455979,-0.0865245
MsgID.GLOBAL_POSITION,1525324176.3429801,-122.3977006,37.7926779,4.9650000
MsgID.LOCAL_VELOCITY,1525324176.3429801,3.4900000,-2.9200000,-0.0800000
MsgID.LOCAL_POSITION,1525324176.3845539,21.9467983,-21.9829502,-4.9659686
MsgID.LOCAL_VELOCITY,1525324176.3845539,3.4919500,-2.9293792,-0.0864206
MsgID.GLOBAL_POSITION,1525324176.5925431,-122.3977044,37.7926850,4.9610000
MsgID.LOCAL_VELOCITY,1525324176.5925431,3.6500000,-1.3700000,-0.1600000
MsgID.LOCAL_POSITION,1525324176.5967906,22.7305908,-22.3264885,-4.9617004
MsgID.LOCAL_VELOCITY,1525324176.5967906,3.6541858,-1.3779056,-0.1639621
MsgID.GLOBAL_HOME,1525324176.8341062,-122.3974533,37.7924804,0.0000000
MsgID.STATE,1525324176.8362215,True,True
MsgID.GLOBAL_POSITION,1525324176.8425145,-122.3977062,37.7926925,4.9680000
MsgID.LOCAL_VELOCITY,1525324176.8425145,3.5600000,-0.0800000,-0.1700000
MsgID.LOCAL_POSITION,1525324176.8846006,23.5682659,-22.4865551,-4.9688354
MsgID.LOCAL_VELOCITY,1525324176.8846006,3.5685639,-0.0886366,-0.1707592
MsgID.GLOBAL_POSITION,1525324177.0930965,-122.3977038,37.7927028,4.9720000
MsgID.LOCAL_VELOCITY,1525324177.0930965,3.3000000,1.2700000,-0.1200000
MsgID.LOCAL_POSITION,1525324177.0973451,24.7108212,-22.2676067,-4.9723711
MsgID.LOCAL_VELOCITY,1525324177.0973451,3.3007007,1.2754116,-0.1233329
MsgID.GLOBAL_POSITION,1525324177.3436403,-122.3976999,37.7927087,4.9810000
MsgID.LOCAL_VELOCITY,1525324177.3436403,2.9500000,2.3700000,-0.0500000
MsgID.LOCAL_POSITION,1525324177.3480949,25.3612747,-21.9247284,-4.9815788
MsgID.LOCAL_VELOCITY,1525324177.3480949,2.9548912,2.3722317,-0.0571515
MsgID.GLOBAL_POSITION,1525324177.5922103,-122.3976932,37.7927133,4.9840000
MsgID.LOCAL_VELOCITY,1525324177.5922103,2.4400000,3.5300000,0.0000000
MsgID.LOCAL_POSITION,1525324177.5985069,25.8736362,-21.3317852,-4.9845738
MsgID.LOCAL_VELOCITY,1525324177.5985069,2.4447327,3.5357850,-0.0047825
MsgID.GLOBAL_HOME,1525324177.8341179,-122.3974533,37.7924804,0.0000000
MsgID.STATE,1525324177.8363769,True,True
MsgID.GLOBAL_POSITION,1525324177.8427265,-122.3976819,37.7927184,4.9890000
MsgID.LOCAL_VELOCITY,1525324177.8427265,1.9400000,4.4600000,0.0400000
MsgID.LOCAL_POSITION,1525324177.8846471,26.4371090,-20.3216553,-4.9895220
MsgID.LOCAL_VELOCITY,1525324177.8846471,1.9456851,4.4661059,0.0417904
MsgID.GLOBAL_POSITION,1525324178.0929303,-122.3976655,37.7927229,4.9900000
MsgID.LOCAL_VELOCITY,1525324178.0929303,1.0900000,5.2400000,0.0900000
MsgID.LOCAL_POSITION,1525324178.0971961,26.9455338,-18.8620872,-4.9905872
MsgID.LOCAL_VELOCITY,1525324178.0971961,1.0931022,5.2409163,0.0923523
MsgID.GLOBAL_POSITION,1525324178.3422961,-122.3976533,37.7927237,4.9830000
MsgID.LOCAL_VELOCITY,1525324178.3422961,-0.1200000,5.1500000,0.0500000
MsgID.LOCAL_POSITION,1525324178.3486838,27.0297127,-17.7824421,-4.9839859
MsgID.LOCAL_VELOCITY,1525324178.3486838,-0.1299673,5.1568160,0.0581513
MsgID.GLOBAL_POSITION,1525324178.5943563,-122.3976407,37.7927212,4.9880000
MsgID.LOCAL_VELOCITY,1525324178.5943563,-1.1800000,3.9500000,0.0400000
MsgID.LOCAL_POSITION,1525324178.5987446,26.7512379,-16.6635342,-4.9887786
MsgID.LOCAL_VELOCITY,1525324178.5987446,-1.1893729,3.9552431,0.0425105
MsgID.GLOBAL_HOME,1525324178.8337674,-122.3974533,37.7924804,0.0000000
MsgID.STATE,1525324178.8381577,True,True
MsgID.GLOBAL_POSITION,1525324178.8424380,-122.3976304,37.7927196,4.9920000
MsgID.LOCAL_VELOCITY,1525324178.8424380,-1.2600000,2.5400000,0.0000000
MsgID.LOCAL_POSITION,1525324178.8845723,26.5711765,-15.7466764,-4.9922814
MsgID.LOCAL_VELOCITY,1525324178.8845723,-1.2652812,2.5471315,0.0087907
MsgID.GLOBAL_POSITION,1525324179.0937083,-122.3976242,37.7927175,4.9890000
MsgID.LOCAL_VELOCITY,1525324179.0937083,-0.7500000,1.4200000,0.0400000
MsgID.LOCAL_POSITION,1525324179.1365590,26.3434010,-15.1915293,-4.9893608
MsgID.LOCAL_VELOCITY,1525324179.1365590,-0.7528481,1.4296054,0.0492823
MsgID.GLOBAL_POSITION,1525324179.3443868,-122.3976233,37.7927170,4.9770000
MsgID.LOCAL_VELOCITY,1525324179.3443868,0.5700000,1.1500000,0.0400000
MsgID.LOCAL_POSITION,1525324179.3487484,26.2881966,-15.1115084,-4.9777393
MsgID.LOCAL_VELOCITY,1525324179.3487484,0.5817797,1.1516806,0.0468571
MsgID.GLOBAL_POSITION,1525324179.5940044,-122.3976186,37.7927202,4.9810000
MsgID.LOCAL_VELOCITY,1525324179.5940044,2.0000000,0.8700000,-0.0200000
MsgID.LOCAL_POSITION,1525324179.5982394,26.6464825,-14.6963768,-4.9818611
MsgID.LOCAL_VELOCITY,1525324179.5982394,2.0024955,0.8755231,-0.0268757
MsgID.GLOBAL_HOME,1525324179.8331985,-122.3974533,37.7924804,0.0000000
MsgID.STATE,1525324179.8375902,True,True
MsgID.GLOBAL_POSITION,1525324179.8439975,-122.3976163,37.7927259,4.9760000
MsgID.LOCAL_VELOCITY,1525324179.8439975,3.0500000,0.6500000,0.0000000
MsgID.LOCAL_POSITION,1525324179.8846018,27.2810879,-14.4923058,-4.9766235
MsgID.LOCAL_VELOCITY,1525324179.8846018,3.0675268,0.6538764,0.0015611
MsgID.GLOBAL_POSITION,1525324180.0948160,-122.3976154,37.7927336,4.9750000
MsgID.LOCAL_VELOCITY,1525324180.0948160,4.2700000,0.4100000,-0.0700000
MsgID.LOCAL_POSITION,1525324180.0991130,28.1366005,-14.4131269,-4.9759326
MsgID.LOCAL_VELOCITY,1525324180.0991130,4.2700329,0.4198673,-0.0716686
MsgID.GLOBAL_POSITION,1525324180.3451574,-122.3976145,37.7927435,4.9830000
MsgID.LOCAL_VELOCITY,1525324180.3451574,5.2200000,0.2400000,-0.0500000
MsgID.LOCAL_POSITION,1525324180.3495929,29.2462482,-14.3298874,-4.9839010
MsgID.LOCAL_VELOCITY,1525324180.3495929,5.2356153,0.2409841,-0.0595062
MsgID.GLOBAL_POSITION,1525324180.5934367,-122.3976137,37.7927588,4.9900000
MsgID.LOCAL_VELOCITY,1525324180.5934367,6.2700000,0.0500000,-0.0800000
MsgID.LOCAL_POSITION,1525324180.5998609,30.9269924,-14.2577543,-4.9901977
MsgID.LOCAL_VELOCITY,1525324180.5998609,6.2785020,0.0555279,-0.0892700
MsgID.GLOBAL_HOME,1525324180.8350334,-122.3974533,37.7924804,0.0000000
MsgID.STATE,1525324180.8373005,True,True
MsgID.GLOBAL_POSITION,1525324180.8435769,-122.3976137,37.7927717,4.9960000
MsgID.LOCAL_VELOCITY,1525324180.8435769,7.0800000,-0.0700000,0.0000000
MsgID.LOCAL_POSITION,1525324180.8846381,32.3854980,-14.2609596,-4.9965897
MsgID.LOCAL_VELOCITY,1525324180.8846381,7.0984302,-0.0760813,-0.0053521
MsgID.GLOBAL_POSITION,1525324181.0939937,-122.3976141,37.7927903,4.9890000
MsgID.LOCAL_VELOCITY,1525324181.0939937,7.9800000,-0.2000000,0.0100000
MsgID.LOCAL_POSITION,1525324181.0982478,34.4262123,-14.2978449,-4.9895525
MsgID.LOCAL_VELOCITY,1525324181.0982478,7.9851646,-0.2029704,0.0163387
MsgID.GLOBAL_POSITION,1525324181.3446689,-122.3976147,37.7928091,4.9880000
MsgID.LOCAL_VELOCITY,1525324181.3446689,8.5500000,-0.2700000,-0.0200000
MsgID.LOCAL_POSITION,1525324181.3568401,36.6346397,-14.3579502,-4.9884915
MsgID.LOCAL_VELOCITY,1525324181.3568401,8.5766249,-0.2744232,-0.0347727
MsgID.GLOBAL_POSITION,1525324181.5950313,-122.3976156,37.7928289,4.9850000
MsgID.LOCAL_VELOCITY,1525324181.5950313,8.7200000,-0.2900000,0.0600000
